,name,address,location,built_date,price_min,price_max,plan_min,plan_max,area_min,are_max
339,マルクパージュ北小岩,東京都江戸川区北小岩１,ＪＲ総武線/小岩 徒歩14分,相談,4920万円,4920万円,2LDK,2LDK,56.22,56.22
340,ヴィークコート豊田　【南東向き、日照・眺望・通風良好】,東京都日野市東豊田３,ＪＲ中央線/豊田 徒歩6分,即入居可,4990万円,4990万円,3LDK,3LDK,72.39,72.39
341,ベイズタワー＆ガーデン,東京都江東区豊洲６-10-8他,新交通ゆりかもめ/新豊洲 徒歩6分,即入居可,4990万円,4990万円,1LDK,1LDK,54.98,54.98
342,アビダス西国分寺,東京都国分寺市西恋ヶ窪４,ＪＲ中央線/西国分寺 徒歩9分,2017年9月,4998万円,4998万円,3LDK,3LDK,71.3,71.3
343,六本木グランドタワーレジデンス,東京都港区六本木３,東京メトロ南北線/六本木一丁目 徒歩2分,相談,5180万円,5180万円,1K,1K,25.79,25.79
344,コンシェリア新宿HILLSIDE SQUARE,東京都新宿区余丁町４－１４,都営大江戸線/若松河田 徒歩7分,相談,5190万円,5190万円,1LDK,1LDK,40.36,40.36
345,インプレスト文京東大前　,東京都文京区向丘１,東京メトロ南北線/東大前 徒歩2分,即入居可,5200万円,5200万円,2LDK,2LDK,42.2,42.2
346,インプレスト文京東大前,東京都文京区向丘１,東京メトロ南北線/東大前 徒歩2分,即入居可,5200万円,5200万円,2LDK,2LDK,42.2,42.2
347,●●インプレスト文京東大前●●,東京都文京区向丘１,東京メトロ南北線/東大前 徒歩2分,即入居可,5200万円,5200万円,2LDK,2LDK,42.2,42.2
348,《リストレジデンス等々力》内覧可能♪　２０１５年築のきれいなマンションです。,東京都世田谷区等々力８,東急大井町線/等々力 徒歩15分,即入居可,5290万円,5290万円,2LDK,2LDK,56.36,56.36
349,DEUX TOURS CANAL&SPA　48階住戸,東京都中央区晴海３,都営大江戸線/勝どき 徒歩11分,即入居可,5300万円,5300万円,1LDK,1LDK,44.58,44.58
350,DEUX TOURS CANAL&SPA　42階住戸,東京都中央区晴海３,都営大江戸線/勝どき 徒歩11分,即入居可,5300万円,5300万円,1LDK,1LDK,44.67,44.67
351,リベルサ,東京都世田谷区成城２,小田急線/成城学園前 徒歩2分,相談,5380万円,5380万円,2LDK,2LDK,67.44,67.44
352,リベルサ,東京都世田谷区成城２,小田急線/成城学園前 徒歩3分,即入居可,5380万円,5380万円,2LDK,2LDK,67.44,67.44
353,新築コーポラティブハウス　リベルサ,東京都世田谷区成城２,小田急線/成城学園前 徒歩3分,相談,5380万円,5380万円,2LDK,2LDK,67.44,67.44
354,《オープンレジデンシア虎ノ門　４階》　新築　未入居♪　支払１４５３０１円～,東京都港区西新橋３,東京メトロ銀座線/虎ノ門 徒歩9分,即入居可,5480万円,5480万円,1LDK,1LDK,34.16,34.16
355,***　サンウッド東日本橋フラッツ　***,東京都中央区日本橋横山町,ＪＲ総武線快速/馬喰町 徒歩1分,即入居可,5480万円,5480万円,1LDK,1LDK,40,40
356,プレミスト新宿山吹,東京都新宿区山吹町３６５－１,東京メトロ有楽町線/江戸川橋 徒歩2分,即入居可,5480万円,5480万円,2LDK,2LDK,53.6,53.6
357,センチュリー初台,東京都渋谷区初台１,京王新線/初台 徒歩2分,即入居可,5480万円,5480万円,2LDK,2LDK,58.94,58.94
358,サンウッド東日本橋フラッツ,東京都中央区日本橋横山町,ＪＲ総武線快速/馬喰町 徒歩1分,相談,5480万円,5480万円,1LDK,1LDK,40,40
359,◆新築未入居◆内覧可能◆即入居可能◆投資にもオススメ◆オープンレジデンシア虎ノ門,東京都港区西新橋３,都営三田線/御成門 徒歩8分,即入居可,5480万円,5480万円,1LDK,1LDK,34.16,34.16
360,エステムプラザ　ＴＯＫＹＯ　ＲＩＳＥ,東京都江東区東陽３,東京メトロ東西線/木場 徒歩4分,相談,5598万円,5598万円,2LDK+S,2LDK+S,69.14,69.14
361,《エステムプラザ東京ライズ》内覧可能♪　13階南西角部屋で日当り・通風良好,東京都江東区東陽３,東京メトロ東西線/木場 徒歩4分,即入居可,5598万円,5598万円,3LDK,3LDK,69.14,69.14
362,【新築未入居】エステムプラザＴＯＫＹＯ ＲＩＳＥ,東京都江東区東陽３,東京メトロ東西線/木場 徒歩4分,即入居可,5598万円,5598万円,3LDK,3LDK,69.14,69.14
363,～センチュリー荻窪　堂々完成～　荻窪駅徒歩10分　☆飯田グループホールディングス☆,東京都杉並区荻窪２,ＪＲ中央線/荻窪 徒歩10分,即入居可,5640万円,5640万円,2LDK,2LDK,54.95,54.95
364,オーベルグランディオ品川勝島【新築未入居】,東京都品川区勝島１,京急本線/立会川 徒歩11分,相談,5680万円,5680万円,4LDK+S,4LDK+S,80.83,80.83
365,パレステージ上野,東京都台東区上野７,ＪＲ山手線/上野 徒歩5分,即入居可,5720万円,5720万円,2LDK+S,2LDK+S,62.9,62.9
366,【即日内見可能】　パレステージ上野,東京都台東区上野７-13-15,ＪＲ山手線/上野 徒歩5分,即入居可,5720万円,5720万円,2LDK+S,2LDK+S,62.9,62.9
367,《パレステージ上野》内覧可能♪　２０１７年２月新築未入居物件です。,東京都台東区上野７,ＪＲ山手線/上野 徒歩5分,即入居可,5750万円,5750万円,3LDK,3LDK,62.9,62.9
368,パレステージ上野,東京都台東区上野７,ＪＲ山手線/上野 徒歩5分,即入居可,5750万円,5750万円,2LDK+S,2LDK+S,62.9,62.9
369,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,2017年12月予定,5780万円,5780万円,1LDK,1LDK,49.11,49.11
370,ブリリアタワーズ目黒　サウスレジデンス,東京都品川区上大崎３-2,ＪＲ山手線/目黒 徒歩2分,2018年5月予定,5780万円,5780万円,ワンルーム,ワンルーム,30.05,30.05
371,ザ・パークハウス晴海タワーズ ティアロレジデンス【野村の仲介＋お勧め物件】,東京都中央区晴海２,都営大江戸線/月島 徒歩13分,即入居可,5780万円,5780万円,2LDK,2LDK,57.06,57.06
372,ブリリアタワーズ目黒　サウスレジデンス,東京都品川区上大崎３,ＪＲ山手線/目黒 徒歩2分,2018年5月予定,5900万円,5900万円,ワンルーム,ワンルーム,34.86,34.86
373,《リストレジデンス等々力》内覧可能♪　２０１５年築のきれいなマンションです。,東京都世田谷区等々力８,東急大井町線/等々力 徒歩15分,即入居可,5980万円,5980万円,2LDK+S,2LDK+S,70.01,70.01
374,ブランズシティ品川勝島,東京都品川区勝島１,京急本線/鮫洲 徒歩11分,即入居可,5980万円,5980万円,4LDK,4LDK,85.8,85.8
375,《ブランズシティ品川勝島》内覧可能♪　総戸数３５６邸の大型コミュニティ,東京都品川区勝島１,東京モノレール/大井競馬場前 徒歩8分,即入居可,5980万円,5980万円,4LDK,4LDK,85.8,85.8
376,プレシス練馬,東京都練馬区豊玉南３,西武池袋線/練馬 徒歩15分,即入居可,5980万円,5980万円,4LDK,4LDK,84.94,84.94
377,ルフォン根岸三丁目,東京都台東区根岸３,東京メトロ日比谷線/入谷 徒歩3分,即入居可,5998万円,5998万円,3LDK,3LDK,60.5,60.5
378,ブリリアタワーズ目黒　サウスレジデンス,東京都品川区上大崎３-2,ＪＲ山手線/目黒 徒歩2分,2017年12月予定,6000万円,6000万円,ワンルーム,ワンルーム,30.05,30.05
379,《リストレジデンス等々力》内覧可能♪　２０１５年築のきれいなマンションです。,東京都世田谷区等々力８,東急大井町線/等々力 徒歩15分,即入居可,6080万円,6080万円,3LDK,3LDK,70,70
380,パレステージ上野｜１３路線利用可｜ペット飼育可｜オートロック｜宅配ボックス,東京都台東区上野７,ＪＲ山手線/上野 徒歩5分,即入居可,6080万円,6080万円,2LDK+S,2LDK+S,62.9,62.9
381,ブリリアタワーズ目黒　サウスレジデンス,東京都品川区上大崎３-2,ＪＲ山手線/目黒 徒歩2分,2018年5月予定,6180万円,6180万円,ワンルーム,ワンルーム,30.05,30.05
382,オープンレジデンシア築地,東京都中央区築地２,東京メトロ日比谷線/築地 徒歩1分,即入居可,6200万円,6200万円,1LDK,1LDK,38.38,38.38
383,ザ・パークハウス西新宿タワー60,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,2018年3月予定,6280万円,6280万円,1LDK,1LDK,47.48,47.48
384,◆◆ＰＲＯＵＤ―ＣＩＴＹ阿佐ヶ谷テラス◆◆住環境良好な未入居メゾネットプラン！！,東京都杉並区成田東４,東京メトロ丸ノ内線/南阿佐ヶ谷 徒歩7分,即入居可,6380万円,6380万円,3LDK,3LDK,84.23,84.23
385,プラウドシティ阿佐ヶ谷テラス,東京都杉並区成田東４,東京メトロ丸ノ内線/南阿佐ヶ谷 徒歩7分,相談,6380万円,6380万円,3LDK,3LDK,84.23,84.23
386,プラウドシティ阿佐ヶ谷テラス　～戸建て感覚のハイブリット・メゾネット～,東京都杉並区成田東４,ＪＲ中央線/阿佐ヶ谷 徒歩15分,即入居可,6380万円,6380万円,3LDK,3LDK,84.23,84.23
387,ブリリアザ・タワー東京八重洲アベニュー 26階,東京都中央区新川２,東京メトロ日比谷線/八丁堀 徒歩4分,相談,6480万円,6480万円,1LDK,1LDK,43.89,43.89
388,ブリリアザ・タワー東京八重洲アベニュー,東京都中央区新川２-10,東京メトロ日比谷線/八丁堀 徒歩4分,2018年2月予定,6480万円,6480万円,1LDK,1LDK,43.89,43.89
389,ザ・パークハウス晴海タワーズ ティアロレジデンス,東京都中央区晴海２,都営大江戸線/勝どき 徒歩13分,即入居可,6480万円,6480万円,2LDK,2LDK,64.67,64.67
390,ミッドレジデンス文京,東京都文京区関口１,東京メトロ有楽町線/江戸川橋 徒歩1分,即入居可,6580万円,6580万円,3LDK,3LDK,66.76,66.76
391,～センチュリー荻窪　堂々完成～　荻窪駅徒歩10分　☆飯田グループホールディングス☆,東京都杉並区荻窪２,ＪＲ中央線/荻窪 徒歩10分,即入居可,6650万円,6650万円,3LDK,3LDK,65.4,65.4
392,ザ・パークハウス晴海タワーズティアロレジデンス,東京都中央区晴海２,都営大江戸線/勝どき 徒歩13分,相談,6780万円,6780万円,2LDK,2LDK,63.05,63.05
393,ザ・パークハウス晴海タワーズ　ティアロレジデンス,東京都中央区晴海２,東京メトロ有楽町線/月島 徒歩10分,相談,6780万円,6780万円,2LDK,2LDK,63.05,63.05
394,DEUX TOURS CANAL&SPA EAST　8階住戸,東京都中央区晴海３-13-1,都営大江戸線/勝どき 徒歩11分,即入居可,6850万円,6850万円,2LDK,2LDK,64.59,64.59
395,ザ・パークハウス西新宿タワー60,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,2018年3月予定,6900万円,6900万円,2LDK,2LDK,57.94,57.94
396,ザ・パークハウス西新宿タワー60,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,2018年4月予定,6980万円,6980万円,1LDK,1LDK,56.39,56.39
397,オープンレジデンシア中目黒別所坂,東京都目黒区中目黒１,東京メトロ日比谷線/恵比寿 徒歩7分,相談,6980万円,6980万円,1LDK+S,1LDK+S,66.27,66.27
398,ヴィルヴィオ葛西,東京都江戸川区東葛西２,東京メトロ東西線/葛西 徒歩7分,即入居可,6990万円,6990万円,3LDK,3LDK,82.88,82.88
399,＝アドバンスフィールド＝　ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,7150万円,7150万円,2LDK,2LDK,56.39,56.39
400,ザ・パークハウス西新宿タワー60,東京都新宿区西新宿５,東京メトロ丸ノ内線/西新宿 徒歩9分,2018年3月予定,7200万円,7200万円,2LDK,2LDK,60.22,60.22
401,ＡＺＥＳＴ下落合,東京都新宿区上落合１-９－１０,西武新宿線/下落合 徒歩5分,契約後1ヶ月,7280万円,7280万円,2LDK+S,2LDK+S,91.04,91.04
402,ザ・パークハウス西新宿タワー60,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,2018年3月予定,7280万円,7280万円,1LDK,1LDK,60.22,60.22
403,プラウド桜新町,東京都世田谷区弦巻５,東急田園都市線/桜新町 徒歩10分,相談,7280万円,7280万円,3LDK,3LDK,74.46,74.46
404,ザ・パークハウス西新宿タワー60,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,2018年3月予定,7300万円,7300万円,2LDK,2LDK,57.94,57.94
405,アトラス市ヶ谷,東京都新宿区市谷本村町,ＪＲ中央線/市ヶ谷 徒歩6分,相談,7380万円,7380万円,2LDK,2LDK,58.68,58.68
406,パークホームズ豊洲ザ・レジデンス,東京都江東区豊洲５,東京メトロ有楽町線/豊洲 徒歩5分,相談,7480万円,7480万円,3LDK,3LDK,73.04,73.04
407,ザ・パークハウス 西新宿タワー６０,東京都新宿区西新宿５-4-9,都営大江戸線/西新宿五丁目 徒歩7分,2018年2月予定,7580万円,7580万円,2LDK,2LDK,65.1,65.1
408,桜上水ガーデンズ,東京都世田谷区桜上水４,京王線/桜上水 徒歩3分,相談,7600万円,7600万円,3LDK+S,3LDK+S,75.88,75.88
409,DEUX TOURS【野村の仲介＋お勧め物件】,東京都中央区晴海３,都営大江戸線/勝どき 徒歩9分,即入居可,7660万円,7660万円,2LDK+S,2LDK+S,70.98,70.98
410,ブリリアタワーズ目黒　サウスレジデンス,東京都品川区上大崎３,ＪＲ山手線/目黒 徒歩2分,2018年5月予定,7700万円,7700万円,1LDK,1LDK,41.08,41.08
411,プラウド府中ステーションアリーナ,東京都府中市宮町１,京王線/府中 徒歩1分,相談,7730万円,7730万円,3LDK,3LDK,73.73,73.73
412,◎プラウドシティ阿佐ヶ谷ガーデンＡ棟◎,東京都杉並区成田東４,東京メトロ丸ノ内線/南阿佐ヶ谷 徒歩5分,即入居可,7780万円,7780万円,2LDK,2LDK,67.98,67.98
413,プラウドシティ阿佐ヶ谷ガーデン,東京都杉並区成田東４,東京メトロ丸ノ内線/南阿佐ヶ谷 徒歩5分,相談,7780万円,7780万円,2LDK,2LDK,67.98,67.98
414,ザ・パークハウス西新宿タワー60,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,7788万円,7788万円,2LDK,2LDK,62.56,62.56
415,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,東京メトロ丸ノ内線/西新宿 徒歩9分,相談,7788万円,7788万円,2LDK,2LDK,62.56,62.56
416,ザ・パークハウス中野タワー,東京都中野区中野５,ＪＲ中央線/中野 徒歩6分,相談,7800万円,7800万円,2LDK,2LDK,61.27,61.27
417,勝どきザ・タワー【野村の仲介＋お勧め物件】,東京都中央区勝どき５,都営大江戸線/勝どき 徒歩6分,相談,7980万円,7980万円,3LDK,3LDK,81.2,81.2
418,勝どきザ・タワー,東京都中央区勝どき５,都営大江戸線/勝どき 徒歩6分,即入居可,7980万円,7980万円,3LDK,3LDK,81.2,81.2
419,ザ・パークハウス西新宿タワー６０　,東京都新宿区西新宿５-４－９,東京メトロ丸ノ内線/西新宿 徒歩8分,相談,7980万円,7980万円,2LDK,2LDK,59.51,59.51
420,ザ・パークハウス西新宿タワー60,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,7980万円,7980万円,2LDK,2LDK,59.51,59.51
421,ザ・パークハウス晴海タワーズ ティアロレジデンス　46階住戸,東京都中央区晴海２,都営大江戸線/勝どき 徒歩14分,即入居可,7990万円,7990万円,3LDK,3LDK,76.18,76.18
422,ザ・パークハウス晴海タワーズ　ティアロレジデンス　46階3ＬＤＫ東向き住戸,東京都中央区晴海２,都営大江戸線/勝どき 徒歩13分,相談,7990万円,7990万円,3LDK,3LDK,76.18,76.18
423,アルファグランデ千桜タワー,東京都千代田区神田東松下町,ＪＲ山手線/神田 徒歩5分,2018年8月予定,8380万円,8380万円,3LDK,3LDK,64.72,64.72
424,プラウド府中ステーションアリーナ,東京都府中市宮町１,京王線/府中 徒歩1分,即入居可,8480万円,8480万円,3LDK,3LDK,69.38,69.38
425,勝どき　ザ・タワー,東京都中央区勝どき５,都営大江戸線/勝どき 徒歩6分,相談,8580万円,8580万円,2LDK,2LDK,67.86,67.86
426,勝どき ザ・タワー　45階住戸,東京都中央区勝どき５,都営大江戸線/勝どき 徒歩6分,即入居可,8580万円,8580万円,2LDK,2LDK,67.86,67.86
427,ザ・パークハウス中野タワー,東京都中野区中野５,ＪＲ中央線/中野 徒歩6分,相談,8590万円,8590万円,2LDK,2LDK,58.55,58.55
428,リベルサ,東京都世田谷区成城２,小田急線/成城学園前 徒歩3分,即入居可,8680万円,8680万円,3LDK,3LDK,93.64,93.64
429,新築コーポラティブハウス　リベルサ,東京都世田谷区成城２,小田急線/成城学園前 徒歩3分,相談,8680万円,8680万円,3LDK,3LDK,93.64,93.64
430,成城2丁目　Liversa- リベルサ,東京都世田谷区成城２,小田急線/成城学園前 徒歩3分,即入居可,8680万円,8680万円,3LDK,3LDK,93.64,93.64
431,新築・７%高利回り・投資用マンション◇町屋　徒歩１２分・新築一棟売アパート,東京都荒川区町屋４-34-17,東京メトロ千代田線/町屋 徒歩12分,相談,8794万円,8794万円,12K,12K,163.71,163.71
432,アルファグランデ千桜タワー,東京都千代田区神田東松下町,ＪＲ山手線/神田 徒歩5分,2018年8月予定,8800万円,8800万円,3LDK,3LDK,67.09,67.09
433,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,9150万円,9150万円,2LDK,2LDK,60.1,60.1
434,プレミスト日本橋浜町,東京都中央区日本橋浜町３-１９番１０,東京メトロ半蔵門線/水天宮前 徒歩6分,即入居可,9380万円,9380万円,3LDK,3LDK,92.88,92.88
435,ザ・パークハウス西新宿タワー60,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,9480万円,9480万円,2LDK+S,2LDK+S,81.5,81.5
436,プラウド府中ステーションアリーナ【駅直結×最上階×天井高約2.5m】,東京都府中市宮町１,京王線/府中 徒歩1分,相談,9609万円,9609万円,3LDK+S,3LDK+S,75.64,75.64
437,ザ・パークハウス西新宿タワー60【野村の仲介＋お勧め物件】,東京都新宿区西新宿５,東京メトロ丸ノ内線/西新宿 徒歩9分,2018年3月予定,9660万円,9660万円,2LDK,2LDK,76.46,76.46
438,ザ・パークハウス西新宿タワー60,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,2018年3月予定,9780万円,9780万円,3LDK,3LDK,70.06,70.06
439,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,9980万円,9980万円,3LDK,3LDK,76.46,76.46
440,ブリリアザ・タワー東京八重洲アベニュー,東京都中央区新川２-10,東京メトロ日比谷線/八丁堀 徒歩4分,2018年2月予定,9980万円,9980万円,2LDK+2S,2LDK+2S,69.3,69.3
441,【ザ・パークハウス西新宿タワー６０】５３階部分　南東向　新築未入居タワーマンション,東京都新宿区西新宿５-5-1,東京メトロ丸ノ内線/西新宿 徒歩9分,2018年3月予定,1億280万円,1億280万円,2LDK,2LDK,70.01,70.01
442,勝どきザ・タワー,東京都中央区勝どき５,都営大江戸線/勝どき 徒歩6分,相談,1億500万円,1億500万円,2LDK,2LDK,74.47,74.47
443,ディアナコート茗荷谷翠景,東京都文京区大塚３,東京メトロ丸ノ内線/茗荷谷 徒歩7分,即入居可,1億500万円,1億500万円,2LDK+S,2LDK+S,78.28,78.28
444,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,1億700万円,1億700万円,3LDK,3LDK,85.35,85.35
445,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,1億800万円,1億800万円,3LDK,3LDK,87.37,87.37
446,デュフレベース世田谷赤堤,東京都世田谷区赤堤２-32-13,小田急線/豪徳寺 徒歩8分,即入居可,1億980万円,1億980万円,3LDK,3LDK,122.54,122.54
447,山手線「目黒」駅徒歩１分　BrilliaTowers目黒NorthResidence,東京都品川区上大崎３,ＪＲ山手線/目黒 徒歩1分,2018年1月予定,1億1000万円,1億1000万円,1LDK+S,1LDK+S,53.5,53.5
448,ザ・パークハウス西新宿タワー60,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,2018年3月予定,1億1500万円,1億1500万円,3LDK,3LDK,77.93,77.93
449,パークコート三番町ヒルトップレジデンス,東京都千代田区三番町,都営新宿線/市ヶ谷 徒歩4分,2018年1月予定,1億1800万円,1億1800万円,1LDK,1LDK,62.95,62.95
450,プレミスト佃二丁目,東京都中央区佃２-5番7,東京メトロ有楽町線/月島 徒歩3分,即入居可,1億2000万円,1億2000万円,4LDK,4LDK,91.17,91.17
451,ブリリアタワーズ目黒　ノースレジデンス,東京都品川区上大崎３-1,ＪＲ山手線/目黒 徒歩1分,2018年6月予定,1億2000万円,1億2000万円,2LDK,2LDK,53.5,53.5
452,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,1億2480万円,1億2480万円,2LDK,2LDK,83.37,83.37
453,南青山マスターズハウス,東京都港区南青山４,東京メトロ千代田線/乃木坂 徒歩6分,相談,1億2500万円,1億2500万円,1LDK,1LDK,80.78,80.78
454,ディアスタ早稲田　諏訪通り,東京都新宿区西早稲田２-12-3,東京メトロ副都心線/西早稲田 徒歩5分,即入居可,1億2500万円,1億2500万円,3LDK,3LDK,90.87,90.87
455,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,2018年3月予定,1億2500万円,1億2500万円,2LDK,2LDK,87.37,87.37
456,ブリリアタワーズ目黒サウスレジデンス,東京都品川区上大崎３-２番,ＪＲ山手線/目黒 徒歩2分,相談,1億2500万円,1億2500万円,2LDK,2LDK,54.64,54.64
457,ブリリアタワーズ目黒　ノースレジデンス,東京都品川区上大崎３-1,ＪＲ山手線/目黒 徒歩1分,2018年6月予定,1億2550万円,1億2550万円,1LDK+S,1LDK+S,59.8,59.8
458,ブリリアタワーズ目黒　ノースレジデンス,東京都品川区上大崎３,ＪＲ山手線/目黒 徒歩1分,2018年1月予定,1億2700万円,1億2700万円,2LDK,2LDK,70.13,70.13
459,ザ・パークハウス西新宿タワー60,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,1億2800万円,1億2800万円,3LDK+S,3LDK+S,83.37,83.37
460,ブリリアタワーズ目黒　サウスレジデンス,東京都品川区上大崎３,ＪＲ山手線/目黒 徒歩2分,2017年12月予定,1億2900万円,1億2900万円,2LDK,2LDK,66.65,66.65
461,ブリリアタワーズ目黒　サウスレジデンス,東京都品川区上大崎３,ＪＲ山手線/目黒 徒歩2分,2018年7月予定,1億2980万円,1億2980万円,2LDK,2LDK,54.64,54.64
462,ブランズ渋谷常盤松,東京都渋谷区東４,東京メトロ銀座線/表参道 徒歩17分,即入居可,1億3000万円,1億3000万円,2LDK,2LDK,70.79,70.79
463,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,1億3200万円,1億3200万円,3LDK,3LDK,87.37,87.37
464,ブリリア　タワーズサウスレジデンス,東京都品川区上大崎３,ＪＲ山手線/目黒 徒歩2分,2018年2月予定,1億3300万円,1億3300万円,1LDK,1LDK,61.24,61.24
465,ブリリアタワーズ目黒　サウスレジデンス,東京都品川区上大崎３-2,ＪＲ山手線/目黒 徒歩2分,2018年5月予定,1億3600万円,1億3600万円,2LDK,2LDK,64.4,64.4
466,ザ・パークハウス新宿御苑,東京都新宿区新宿２,東京メトロ丸ノ内線/新宿御苑前 徒歩1分,2018年3月予定,1億3800万円,1億3800万円,3LDK,3LDK,75.66,75.66
467,ブリリアタワーズ目黒　ノースレジデンス,東京都品川区上大崎３,ＪＲ山手線/目黒 徒歩1分,2018年6月予定,1億3980万円,1億3980万円,2LDK+S,2LDK+S,68.07,68.07
468,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,1億4000万円,1億4000万円,3LDK,3LDK,89.86,89.86
469,ブリリアタワーズ目黒　ノースレジデンス,東京都品川区上大崎３-1,ＪＲ山手線/目黒 徒歩1分,2018年6月予定,1億4170万円,1億4170万円,2LDK,2LDK,68.84,68.84
470,ブリリアタワーズ目黒　ノースレジデンス,東京都品川区上大崎３-1,ＪＲ山手線/目黒 徒歩1分,2018年6月予定,1億5300万円,1億5300万円,3LDK+S,3LDK+S,79.58,79.58
471,ブリリアタワーズ目黒ノースレジデンス,東京都品川区上大崎３-1,ＪＲ山手線/目黒 徒歩1分,相談,1億5800万円,1億5800万円,2LDK,2LDK,66.29,66.29
472,ザ・パークハウスグラン南青山,東京都港区南青山５,東京メトロ銀座線/表参道 徒歩4分,相談,1億5990万円,1億5990万円,1LDK,1LDK,60.21,60.21
473,ザ・パークハウス西新宿タワー60,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,1億6580万円,1億6580万円,2LDK,2LDK,96.08,96.08
474,ザ・パークハウス西新宿タワー60,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,1億6580万円,1億6580万円,2LDK,2LDK,96.08,96.08
475,【新築タワーレジデンス55階】ザ・パークハウス西新宿タワー60,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,即入居可,1億6580万円,1億6580万円,2LDK+S,2LDK+S,96.8,96.8
476,ザ・パークハウス西新宿タワー60,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,1億6580万円,1億6580万円,2LDK,2LDK,96.08,96.08
477,ザ・パークハウス西新宿タワー60,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,2018年3月予定,1億6800万円,1億6800万円,3LDK,3LDK,96.08,96.08
478,ブリリアタワーズ目黒　ノースレジデンス,東京都品川区上大崎３-1,ＪＲ山手線/目黒 徒歩1分,2018年6月予定,1億8330万円,1億8330万円,2LDK+S,2LDK+S,79.58,79.58
479,《ブリリアタワーズ目黒サウスレジデンス》目黒駅前再開発地区の堂々たるタワーマンション,東京都品川区上大崎３,ＪＲ山手線/目黒 徒歩2分,2018年1月予定,1億9800万円,1億9800万円,2LDK,2LDK,72.11,72.11
480,ブリリアタワーズ目黒　サウスレジデンス,東京都品川区上大崎３-2,ＪＲ山手線/目黒 徒歩2分,2018年5月予定,2億1000万円,2億1000万円,2LDK+S,2LDK+S,80.2,80.2
481,ザ・パークハウスグラン南青山高樹町,東京都港区南青山７,東京メトロ日比谷線/広尾 徒歩11分,即入居可,2億2800万円,2億2800万円,3LDK,3LDK,99.52,99.52
482,ブリリアタワーズ目黒　ノースレジデンス,東京都品川区上大崎３-1,ＪＲ山手線/目黒 徒歩1分,2018年6月予定,2億3100万円,2億3100万円,3LDK,3LDK,95.28,95.28
483,ブリリアタワーズ目黒,東京都品川区上大崎３,ＪＲ山手線/目黒 徒歩1分,2018年5月予定,2億3800万円,2億3800万円,3LDK,3LDK,85.56,85.56
484,ブランズ　ザ　ハウス一番町,東京都千代田区一番町,東京メトロ半蔵門線/半蔵門 徒歩3分,即入居可,2億4800万円,2億4800万円,2LDK,2LDK,111.83,111.83
485,ブランズ　ザ・ハウス一番町,東京都千代田区一番町,東京メトロ半蔵門線/半蔵門 徒歩3分,相談,2億4800万円,2億4800万円,2LDK,2LDK,111.83,111.83
486,プラウド六本木,東京都港区六本木４,東京メトロ日比谷線/六本木 徒歩4分,相談,2億9500万円,2億9500万円,2LDK,2LDK,100.12,100.12
487,プラウド六本木,東京都港区六本木４-2-41,東京メトロ日比谷線/六本木 徒歩4分,相談,3億800万円,3億800万円,2LDK+S,2LDK+S,131.65,131.65
